gender,match,samerace,age_o,pf_o_att,pf_o_sin,pf_o_int,pf_o_fun,pf_o_amb,pf_o_sha,attr_o,sinc_o,intel_o,fun_o,amb_o,shar_o,age,sports,tvsports,exercise,dining,museums,art,hiking,gaming,clubbing,reading,tv,theater,movies,concerts,music,shopping,yoga
1,0,1,25,20,20,15,15,15,15,7,8,8,6,10,6,26,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7
1,0,1,23,20,20,20,15,15,10,7,4,5,6,5,4,26,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7
1,1,0,22,17,10,18,20,25,10,8,7,6,6,4,4,26,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7
1,1,1,26,,,,,,,7,8,8,8,5,9,26,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7
1,0,1,22,20,22,18,15,15,10,8,6,6,5,,,26,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7
1,0,1,23,10,20,20,20,20,10,8,7,7,7,5,5,26,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7
1,0,1,24,35,10,20,20,10,5,9,6,7,7,6,5,26,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7
1,0,0,27,50,0,50,0,0,0,8,9,8,,8,7,26,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7
1,0,1,30,30,20,30,10,0,10,8,7,9,5,6,4,26,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7
1,1,0,21,30,5,30,15,15,5,9,8,9,7,8,,26,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7
1,1,1,25,20,23,23,22,7,5,8,8,9,9,8,10,26,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7
1,0,1,26,20,25,20,15,15,5,2,5,4,3,4,2,26,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7
1,0,1,27,10,10,30,25,10,15,8,5,9,7,6,5,26,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7
1,0,0,23,50,10,20,10,10,0,10,6,6,9,5,3,26,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7
1,0,0,24,20,20,20,15,15,10,8,6,9,9,6,,26,10,7,5,6,7,7,8,3,7,7,4,4,6,5,6,2,7
1,0,0,21,12,18,20,16,16,18,4,7,7,4,7,3,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,0,27,20,20,20,10,10,20,5,7,7,6,6,5,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,0,21,10,20,40,10,10,10,5,6,7,6,6,6,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,1,27,10,20,20,15,20,15,5,7,7,7,7,7,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,1,25,20,20,15,15,15,15,3,8,9,8,10,5,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,1,23,20,20,20,15,15,10,3,7,6,4,6,2,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,0,22,17,10,18,20,25,10,1,4,5,4,4,4,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,1,26,,,,,,,4,6,6,5,4,3,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,1,22,20,22,18,15,15,10,5,6,6,7,6,,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,1,23,10,20,20,20,20,10,5,5,5,7,7,6,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,1,24,35,10,20,20,10,5,2,3,4,2,6,2,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,0,27,50,0,50,0,0,0,7,9,8,7,8,8,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,1,30,30,20,30,10,0,10,4,5,6,7,7,4,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,0,21,30,5,30,15,15,5,3,3,5,3,5,3,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,1,25,20,23,23,22,7,5,5,6,8,8,7,8,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,1,26,20,25,20,15,15,5,1,3,5,1,2,1,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,1,27,10,10,30,25,10,15,3,5,7,6,6,6,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,0,23,50,10,20,10,10,0,7,9,7,7,4,3,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,1,0,24,20,20,20,15,15,10,5,5,8,8,5,7,30,6,7,2,8,7,6,3,7,4,7,4,5,8,8,7,2,1
1,0,0,21,12,18,20,16,16,18,7,7,7,5,6,3,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,0,27,20,20,20,10,10,20,7,7,7,7,7,6,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,0,21,10,20,40,10,10,10,6,6,6,8,6,5,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,1,27,10,20,20,15,20,15,7,7,7,8,7,,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,1,25,20,20,15,15,15,15,7,8,8,8,6,6,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,1,23,20,20,20,15,15,10,6,5,5,7,6,3,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,0,22,17,10,18,20,25,10,4,6,4,5,6,7,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,1,26,,,,,,,6,6,5,6,4,4,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,1,22,20,22,18,15,15,10,8,7,8,8,8,6,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,1,23,10,20,20,20,20,10,7,7,5,7,5,7,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,1,1,24,35,10,20,20,10,5,8,9,8,8,8,8,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,0,27,50,0,50,0,0,0,7,8,7,9,6,4,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,1,30,30,20,30,10,0,10,8,7,6,6,7,8,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,0,21,30,5,30,15,15,5,5,4,3,3,2,2,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,1,25,20,23,23,22,7,5,8,8,7,8,7,6,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,1,26,20,25,20,15,15,5,3,1,2,2,2,3,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,1,27,10,10,30,25,10,15,8,5,6,9,4,6,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,0,23,50,10,20,10,10,0,8,6,5,8,5,3,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,0,24,20,20,20,15,15,10,8,5,6,7,5,5,22,3,1,6,7,7,8,1,5,8,4,6,10,10,6,8,6,2
1,0,1,21,12,18,20,16,16,18,9,9,10,9,9,8,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,0,0,27,20,20,20,10,10,20,6,7,7,5,7,4,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,0,1,21,10,20,40,10,10,10,7,7,6,7,6,7,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,0,0,27,10,20,20,15,20,15,6,,,8,,6,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,0,0,25,20,20,15,15,15,15,8,8,9,8,9,8,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,0,0,23,20,20,20,15,15,10,5,8,8,7,7,6,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,0,0,22,17,10,18,20,25,10,4,5,4,5,6,,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,0,0,26,,,,,,,3,5,7,5.5,5,4,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,0,0,22,20,22,18,15,15,10,7,5,6,8,6,4,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,1,0,23,10,20,20,20,20,10,8,7,7,7,7,7,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,1,0,24,35,10,20,20,10,5,7,8,8,6,7,5,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,0,1,27,50,0,50,0,0,0,6,8,9,9,6,6,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,0,0,30,30,20,30,10,0,10,6,7,8,5,7,5,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,1,1,21,30,5,30,15,15,5,7,8,8,7,8,6,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,1,0,25,20,23,23,22,7,5,7,9,9,9,9,10,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,1,0,26,20,25,20,15,15,5,4,5,8,8,10,8,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,0,0,27,10,10,30,25,10,15,6,5,5,4,4,4,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,1,0,23,50,10,20,10,10,0,9,9,9,8,5,3,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,0,0,24,20,20,20,15,15,10,5,7,7,7,9,,25,10,7,5,7,6,7,2,8,7,9,5,5,6,5,8,2,7
1,0,0,21,12,18,20,16,16,18,5,7,7,7,7,6,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,0,1,27,20,20,20,10,10,20,5,6,7,7,7,7,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,0,0,21,10,20,40,10,10,10,6,6,7,8,8,7,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,0,0,27,10,20,20,15,20,15,6,8,,8,,,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,0,0,25,20,20,15,15,15,15,9,8,9,8,10,7,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,0,0,23,20,20,20,15,15,10,7,6,6,7,6,6,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,1,0,22,17,10,18,20,25,10,6,5,6,7,8,4,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,0,0,26,,,,,,,5,8,9,5,8,6,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,0,0,22,20,22,18,15,15,10,7,7,7,7,7,,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,0,0,23,10,20,20,20,20,10,7,7,8,8,7,7,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,1,0,24,35,10,20,20,10,5,9,7,8,9,8,8,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,0,0,27,50,0,50,0,0,0,7,8,8,9,8,4,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,0,0,30,30,20,30,10,0,10,7,9,7,7,10,5,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,0,0,21,30,5,30,15,15,5,4,4,6,6,7,4,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,1,0,25,20,23,23,22,7,5,6,8,8,10,8,9,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,0,0,26,20,25,20,15,15,5,5,4,8,5,8,3,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,0,0,27,10,10,30,25,10,15,6,3,6,8,4,4,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,1,1,23,50,10,20,10,10,0,8,8,8,9,9,7,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,0,0,24,20,20,20,15,15,10,5,6,8,10,8,,27,10,10,3,8,5,3,4,3,10,5,6,8,10,7,10,6,2
1,0,0,21,12,18,20,16,16,18,7,4,6,4,4,2,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,0,27,20,20,20,10,10,20,3,4,5,4,4,2,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,0,21,10,20,40,10,10,10,7,6,5,4,4,4,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,1,27,10,20,20,15,20,15,6,6,8,7,8,,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,1,25,20,20,15,15,15,15,6,5,8,7,10,8,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,1,23,20,20,20,15,15,10,6,7,6,5,6,6,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,0,22,17,10,18,20,25,10,1,2,6,1,6,2,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,1,26,,,,,,,5,4.5,6,4,5.5,6,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,1,22,20,22,18,15,15,10,6,7,7,4,6,6,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,1,23,10,20,20,20,20,10,5,5,5,2,4,3,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,1,24,35,10,20,20,10,5,4,6,5,5,5,5,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,0,27,50,0,50,0,0,0,5,6,7,6,7,5,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,1,30,30,20,30,10,0,10,7,5,9,1,9,2,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,0,21,30,5,30,15,15,5,3,3,4,2,2,2,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,1,25,20,23,23,22,7,5,8,8,6,6,7,6,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,1,1,26,20,25,20,15,15,5,5,2,6,2,5,4,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,1,27,10,10,30,25,10,15,7,4,7,7,6,8,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,0,23,50,10,20,10,10,0,8,7,9,8,8,3,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,0,24,20,20,20,15,15,10,3,1,8,1,9,,23,6,6,7,3,4,3,6,5,4,5,7,1,6,1,2,2,1
1,0,0,21,12,18,20,16,16,18,5,8,8,5,8,2,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,0,27,20,20,20,10,10,20,3,6,7,5,5,4,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,0,21,10,20,40,10,10,10,6,6,5,7,5,6,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,1,27,10,20,20,15,20,15,4,,,6,8,7,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,1,25,20,20,15,15,15,15,5,4,7,5,9,7,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,1,23,20,20,20,15,15,10,2,7,6,4,4,4,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,0,22,17,10,18,20,25,10,1,3,7,1,4,2,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,1,26,,,,,,,,,,,,,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,1,22,20,22,18,15,15,10,6,8,8,5,7,5,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,1,23,10,20,20,20,20,10,3,7,8,6,7,5,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,1,24,35,10,20,20,10,5,3,8,8,5,5,5,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,0,27,50,0,50,0,0,0,4,7,6,6,9,4,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,1,30,30,20,30,10,0,10,9,9,8,9,7,9,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,0,21,30,5,30,15,15,5,4,4,5,4,5,3,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,1,25,20,23,23,22,7,5,6,7,10,7,7,9,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,1,26,20,25,20,15,15,5,1,5,5,2,5,2,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,1,1,27,10,10,30,25,10,15,2,6,6,6,4,5,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,0,23,50,10,20,10,10,0,2,9,9,3,8,3,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,0,24,20,20,20,15,15,10,3,9,9,6,9,,21,8,5,3,6,3,4,3,3,3,3,7,4,6,3,5,4,2
1,0,0,21,12,18,20,16,16,18,6,8,7,7,7,2,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,0,27,20,20,20,10,10,20,7,7,8,6,7,8,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,0,21,10,20,40,10,10,10,,,,,,,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,1,27,10,20,20,15,20,15,8,,,7,8,8,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,1,25,20,20,15,15,15,15,7,8,9,7,8,5,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,1,23,20,20,20,15,15,10,6,8,8,6,7,5,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,0,22,17,10,18,20,25,10,6,4,8,3,8,2,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,1,26,,,,,,,6,6,7,5,6,7,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,1,22,20,22,18,15,15,10,9,8,8,5,7,,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,1,23,10,20,20,20,20,10,7,7,8,7,9,7,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,1,24,35,10,20,20,10,5,7,7,7,6,6,6,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,0,27,50,0,50,0,0,0,7,6,9,8,9,9,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,1,30,30,20,30,10,0,10,8,7,5,6,7,4,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,0,21,30,5,30,15,15,5,5,4,6,3,7,3,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,1,1,25,20,23,23,22,7,5,8,8,8,8,8,6,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,1,26,20,25,20,15,15,5,9,8,8,5,6,7,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,1,27,10,10,30,25,10,15,7,7,7,4,7,4,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,0,23,50,10,20,10,10,0,3,9,9,3,9,5,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,0,24,20,20,20,15,15,10,8,7,9,5,5,,28,8,4,3,10,9,8,8,4,4,9,5,7,9,9,9,7,3
1,0,0,21,12,18,20,16,16,18,6,8,7,6,8,2,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,0,27,20,20,20,10,10,20,4,5,5,4,5,4,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,0,21,10,20,40,10,10,10,6,7,6,6,5,5,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,1,27,10,20,20,15,20,15,6,8,,8,8,8,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,1,25,20,20,15,15,15,15,5,8,8,6,9,6,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,1,23,20,20,20,15,15,10,2,8,7,2,7,2,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,0,22,17,10,18,20,25,10,2,4,7,3,6,2,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,1,26,,,,,,,4,5,6.5,5,5,6,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,1,22,20,22,18,15,15,10,6,7,6,4,6,5,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,1,23,10,20,20,20,20,10,3,5,8,4,7,6,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,1,24,35,10,20,20,10,5,4,5,6,4,5,5,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,0,27,50,0,50,0,0,0,7,6,9,8,9,9,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,1,30,30,20,30,10,0,10,5,6,5,5,6,8,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,0,21,30,5,30,15,15,5,4,6,6,5,7,3,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,1,25,20,23,23,22,7,5,6,8,8,6,7,9,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,1,26,20,25,20,15,15,5,3,4,6,4,5,2,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,1,27,10,10,30,25,10,15,4,3,4,2,3,3,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,0,23,50,10,20,10,10,0,3,9,9,5,9,5,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,0,24,20,20,20,15,15,10,4,8,8,5,6,,28,5,2,2,8,7,8,8,1,3,7,1,8,6,9,9,1,3
1,0,0,21,12,18,20,16,16,18,5,9,9,8,9,5,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,0,1,27,20,20,20,10,10,20,6,7,7,7,7,7,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,0,0,21,10,20,40,10,10,10,6,8,7,6,7,5,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,0,0,27,10,20,20,15,20,15,8,7,7,,,2,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,0,0,25,20,20,15,15,15,15,7,7,7,8,8,6,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,0,0,23,20,20,20,15,15,10,6,6,6,6,6,4,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,0,0,22,17,10,18,20,25,10,5,6,6,4,3,4,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,0,0,26,,,,,,,4,6,6,5,6,6,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,0,0,22,20,22,18,15,15,10,6,8,7,6,5,3,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,1,0,23,10,20,20,20,20,10,7,7,8,8,7,8,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,1,0,24,35,10,20,20,10,5,9,8,7,10,9,8,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,0,0,27,50,0,50,0,0,0,8,8,7,9,7,5,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,0,0,30,30,20,30,10,0,10,7,7,6,6,6,4,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,0,0,21,30,5,30,15,15,5,4,4,5,6,6,5,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,0,0,25,20,23,23,22,7,5,6,8,8,8,8,6,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,0,0,26,20,25,20,15,15,5,5,6,8,6,8,4,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,0,0,27,10,10,30,25,10,15,5,7,6,7,4,5,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,1,1,23,50,10,20,10,10,0,8,8,8,8,9,8,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
1,0,0,24,20,20,20,15,15,10,6,7,8,10,7,,23,10,8,4,5,5,4,1,6,10,9,7,5,10,7,10,5,1
0,0,0,29,20,25,15,15,53,20,7,6,6,7,9,5,23,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
0,0,0,22,20,15,20,20,5,10,8,8,7,7,7,5,23,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
0,0,0,27,21,17,22,20,8,13,6,4,5,6,4,3,23,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
0,1,1,28,50,10,30,10,0,0,7,5,5,7,6,,23,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
0,1,1,26,25,10,20,20,15,10,8,6,7,7,7,5,23,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
0,0,1,21,60,15,0,15,0,10,9,8,8,10,9,6,23,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
0,0,1,22,21,20,19,20,10,10,7,8,7,5,7,5,23,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
0,0,1,22,30,10,20,30,0,10,7,7,6,5,4,5,23,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
0,0,1,25,30,0,30,30,10,0,8,10,8,8,10,5,23,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
0,0,0,24,20,20,20,20,10,10,8,6,6,7,7,5,23,2,1,10,10,5,5,2,1,7,6,8,8,7,6,9,10,4
0,0,0,29,20,25,15,15,53,20,4,7,7,6,6,5,22,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
0,0,0,22,20,15,20,20,5,10,5,10,7,5,4,1,22,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
0,0,0,27,21,17,22,20,8,13,5,6,6,5,5,4,22,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
0,0,1,28,50,10,30,10,0,0,4,7,7,5,5,,22,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
0,0,1,26,25,10,20,20,15,10,5,8,7,5,5,4,22,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
0,1,1,21,60,15,0,15,0,10,6,9,8,6,8,6,22,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
0,0,1,22,21,20,19,20,10,10,5,8,8,7,7,7,22,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
0,0,1,22,30,10,20,30,0,10,6,8,6,6,6,5,22,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
0,0,1,25,30,0,30,30,10,0,7,6,6,8,6,5,22,4,4,5,9,9,9,9,1,5,9,9,9,9,9,9,9,9
