city,tmpd,dptp,date,pm10tmean2,o3tmean2,no2tmean2
chic,32,18.8,2001-03-27,20.5,16.720410628,31.552083333
chic,36,22.2,2001-03-28,45,19.354468599,35.208333333
chic,41,32.1,2001-03-29,37,21.373682477,30.944444444
chic,42,31.9,2001-03-30,49,26.569444444,28.305555556
chic,46,34.9,2001-03-31,44.5,21.611111111,25.944444444
chic,40,24.4,2001-04-01,13.666666667,25.795833333,22.027777778
chic,45,27.2,2001-04-02,37.5,15.578030303,39.541666667
chic,41,32.5,2001-04-03,17,37.998550725,19.936111111
chic,42,30.9,2001-04-04,31,28.775,28.488095238
chic,48,37.4,2001-04-05,55,16.023369565,39.263888889
chic,53,51.6,2001-04-06,39,11.909848485,25.020833333
chic,64,48.8,2001-04-07,43.833333333,32.404166667,17.614583333
chic,61,41.7,2001-04-08,22.5,34.483333333,19.510416667
chic,52,43.3,2001-04-09,22.5,26.871376812,22.018568841
chic,47,43.8,2001-04-10,24.5,13.951811594,20.809659091
chic,64,58,2001-04-11,24,15.678442029,20.885416667
chic,57,40.4,2001-04-12,38,30.680747694,14.510281385
chic,48,36.4,2001-04-13,24.666666667,20.616666667,27.510416667
chic,52,35.1,2001-04-14,26,25.554166667,31.591856061
chic,49,39.5,2001-04-15,21.5,39.866666667,15.96875
chic,36,24,2001-04-16,17,26.267753623,18.40625
chic,38,24,2001-04-17,14.5,29.657971014,21.903679654
chic,41,24.4,2001-04-18,33,16.329528986,41.640398551
chic,51,31.7,2001-04-19,37.4,28.254347826,32.465909091
chic,64,54.5,2001-04-20,56,34.233333333,21.541666667
chic,69,58.8,2001-04-21,44.5,29.225,15.145833333
chic,65,55.5,2001-04-22,30,23.558333333,17.489583333
chic,58,50.2,2001-04-23,53,25.735507246,13.393568841
chic,52,31.1,2001-04-24,21,27.953639657,25.510416667
chic,51,38.3,2001-04-25,25.4,19.159782609,37.823563665
chic,61,43.3,2001-04-26,63.5,31.225115283,28.858630952
chic,52,32.5,2001-04-27,17,35.899275362,21.895833333
chic,53,35.8,2001-04-28,18.5,29.233333333,24.4375
chic,61,34.5,2001-04-29,28,35.325,22.989583333
chic,68,45.3,2001-04-30,65.5,36.858695652,33.03125
chic,73,53.2,2001-05-01,59.666666667,42.820092227,23.715291502
chic,73,53.4,2001-05-02,89.5,36.700362319,24.25
chic,72,52.6,2001-05-03,97.5,42.220289855,27.886363636
chic,55,46.2,2001-05-04,17,33.520289855,20.692481884
chic,58,46.3,2001-05-05,18,30.7625,14.145833333
chic,65,48.4,2001-05-06,32.5,32.770833333,19.166666667
chic,60,54.1,2001-05-07,27.333333333,18.778804348,26.791666667
chic,62,45.3,2001-05-08,51.5,26.476268116,27.583333333
chic,67,46.1,2001-05-09,59,36.853689065,29.293560606
chic,70,55.8,2001-05-10,68,36.12192029,28.09469697
chic,54,50.2,2001-05-11,16,21.128442029,16.8
chic,48,33.3,2001-05-12,7.5,31.156884058,13.717028986
chic,53,33,2001-05-13,31,22.975,28.325
chic,54,46.3,2001-05-14,42,20.002256258,34.991666667
chic,72,62.5,2001-05-15,43,30.133514493,29.479347826
chic,77,62.4,2001-05-16,41,33.364179842,27.705401845
chic,74,61.7,2001-05-17,46,24.329981884,40.907818459
chic,65,40,2001-05-18,20.5,37.377355072,18.361775362
chic,61,41.4,2001-05-19,21.5,36.170833333,19.8
chic,63,48.6,2001-05-20,23.5,41.000543478,20.573550725
chic,62,56.9,2001-05-21,23.5,24.217753623,19.958333333
chic,53,42.2,2001-05-22,25,20.560869565,17.898188406
chic,54,43.5,2001-05-23,26,12.621362695,28.868073593
chic,51,45.9,2001-05-24,16.5,14.107588567,26.704166667
chic,51,44.7,2001-05-25,20.333333333,11.636070853,27.949275362
chic,48,44.3,2001-05-26,13.5,19.447061192,18.711594203
chic,55,49.2,2001-05-27,21,25.253220612,20.3
chic,59,51.8,2001-05-28,23.5,22.587962963,26.358333333
chic,53,43.6,2001-05-29,11.5,20.622685185,23.25297619
chic,53,35.1,2001-05-30,11.5,27.71855334,18.038059947
chic,53,44.9,2001-05-31,26,22.494021739,21.697101449
chic,57,49.5,2001-06-01,15.5,24.214476285,23.099637681
chic,53,48,2001-06-02,8.5,22.770833333,15.125
chic,52,44.5,2001-06-03,5,15.425,9.6708333333
chic,51,44,2001-06-04,8.5,19.5875,11.467572464
chic,53,51.7,2001-06-05,19,12.000634058,20.2625
chic,57,54.4,2001-06-06,35.333333333,15.472282609,21.536189535
chic,59,53.2,2001-06-07,21.5,22.379166667,25.095833333
chic,61,51.6,2001-06-08,29,21.815942029,32.787318841
chic,66,55.7,2001-06-09,43.5,29.429166667,35.516666667
chic,74,62,2001-06-10,35.5,42.854166667,16.266666667
chic,76,66.2,2001-06-11,50,34.754710145,29.734090909
chic,75,65.6,2001-06-12,34.333333333,37.984873188,29.325
chic,80,69.5,2001-06-13,61,51.819836957,29.813768116
chic,80,68.5,2001-06-14,57.5,41.34280303,21.408333333
chic,70,62.1,2001-06-15,25,19.973188406,24.133333333
chic,71,57.5,2001-06-16,24,32.616666667,21.625
chic,71,55.4,2001-06-17,27,34.622916667,25.816666667
chic,78,61.4,2001-06-18,36.5,48.324728261,21.878623188
chic,75,61.5,2001-06-19,39.5,46.477042161,18.469927536
chic,70,52.9,2001-06-20,19,30.08125,24.929058442
chic,62,54.9,2001-06-21,22.5,23.385610766,28.537163561
chic,60,54.3,2001-06-22,20,20.4875,20.266666667
chic,62,52.8,2001-06-23,21,19.541666667,24.566666667
chic,66,55,2001-06-24,30.166666667,34.195833333,30.383333333
chic,72,58.9,2001-06-25,45.5,39.36548913,33.608333333
chic,74,57.9,2001-06-26,43,42.681538208,36.149275362
chic,75,61.1,2001-06-27,57.5,42.110144928,37.222101449
chic,75,62.9,2001-06-28,66,42.958333333,36.94
chic,77,63.9,2001-06-29,70.5,42.545833333,35.098550725
chic,78,64.9,2001-06-30,45.666666667,46.945833333,21.816666667
chic,64,52,2001-07-01,16,22.739583333,8.65
chic,62,42.7,2001-07-02,20.5,21.40625,17.641666667
chic,72,63.3,2001-07-03,26,20.245108696,26.371325052
chic,78,58.8,2001-07-04,27.5,30.983333333,20.866666667
chic,64,49.2,2001-07-05,19.5,22.019021739,14.283333333
chic,66,49.7,2001-07-06,22,26.062228261,24.902898551
chic,74,71.8,2001-07-07,34.5,28.014311594,20.166666667
chic,79,63.2,2001-07-08,26,23.096618357,24.183333333
chic,79,67.4,2001-07-09,36.5,27.064451581,31.742424242
chic,81,61.2,2001-07-10,35.5,33.704710145,27.344047619
chic,69,51.7,2001-07-11,10,24.964583333,13.838636364
chic,69,53.4,2001-07-12,20.2,18.031826416,21.222348485
chic,68,50.9,2001-07-13,20,16.197233202,22.077608696
chic,74,50.4,2001-07-14,30.5,28.5125,27.675
chic,74,57.2,2001-07-15,47.5,38.2875,30.833333333
chic,75,60.5,2001-07-16,58,40.893115942,34.444480519
chic,79,70,2001-07-17,67.5,41.867424242,33.038636364
chic,78,72.9,2001-07-18,47.8,26.657287549,25.624374177
chic,77,73,2001-07-19,42,32.781776094,29.462318841
chic,82,72.2,2001-07-20,58.5,33.003804348,33.675
chic,83,73.4,2001-07-21,39.5,30.441666667,30.291666667
chic,82,72,2001-07-22,25.5,29.3125,29.608333333
chic,83,75.1,2001-07-23,34,21.033313205,32.020833333
chic,79,71.8,2001-07-24,32.4,33.297916667,25.05
chic,71,67.5,2001-07-25,20.5,30.728985507,16.483872549
chic,73,62.9,2001-07-26,11,27.952684453,12.196969697
chic,71,58.4,2001-07-27,25,30.580434783,18.833333333
chic,72,66.2,2001-07-28,37.5,27.745454545,30.527272727
chic,78,70.3,2001-07-29,37.5,37.435416667,17.983333333
chic,80,69.9,2001-07-30,48.166666667,41.087318841,23.325
chic,83,73.1,2001-07-31,45,42.145212215,26.918939394
chic,84,72.9,2001-08-01,81.5,45.177355072,27.442391304
chic,79,73.7,2001-08-02,38.5,22.363548137,33.087779974
chic,75,70.5,2001-08-03,23,26.983876812,21.963043478
chic,76,63.8,2001-08-04,20,23.439583333,21.108333333
chic,76,68.5,2001-08-05,32.5,37.848007246,30.058333333
chic,81,68.1,2001-08-06,50,32.351630435,33.075
chic,85,73.7,2001-08-07,40.5,39.596648551,28.741666667
chic,85,72.6,2001-08-08,70,37.980468154,27.627432712
chic,84,72.6,2001-08-09,66,36.73245224,26.467424242
chic,70,59.9,2001-08-10,13.5,23.507487923,13.817624224
chic,69,56,2001-08-11,16.666666667,22.485416667,14.366666667
chic,72,59.3,2001-08-12,27,28.327717391,24.216666667
chic,67,58.6,2001-08-13,18,25.902083333,15.6125
chic,66,52.1,2001-08-14,16.5,21.69384058,19.519202899
chic,67,56,2001-08-15,38.5,22.354174901,38.013095238
chic,68,63.7,2001-08-16,31,21.577140975,25.841666667
chic,70,55.6,2001-08-17,20.5,15.377173913,21.83452381
chic,66,61,2001-08-18,22,12.295833333,29.475
chic,68,59.9,2001-08-19,16.5,23.035416667,12.5375
chic,69,55.8,2001-08-20,36,12.116666667,20.870833333
chic,72,59.7,2001-08-21,48,17.939039855,27.9375
chic,77,68.1,2001-08-22,44,23.027173913,29.382142857
chic,72,67.7,2001-08-23,30.5,29.855451252,19.111742424
chic,74,67.7,2001-08-24,38,37.215711462,19.303787879
chic,74,70.2,2001-08-25,26,20.633333333,22.966666667
chic,75,65.1,2001-08-26,24.5,26.638888889,21.433333333
chic,74,65.2,2001-08-27,39.5,19.698268921,32.708333333
chic,68,57.3,2001-08-28,24.5,19.076599327,18.5625
chic,69,57.7,2001-08-29,32.8,22.836553945,25.857726332
chic,77,65.1,2001-08-30,36.5,29.165049172,28.27414361
chic,68,59.9,2001-08-31,21.5,18.858423913,16.206818182
chic,60,49.8,2001-09-01,14,25.58125,11.325
chic,64,55,2001-09-02,27,21.054166667,26.191666667
chic,74,63,2001-09-03,37,34.022916667,19.991666667
chic,67,57.8,2001-09-04,14.6,22.188043478,13.195833333
chic,66,58.5,2001-09-05,31.5,23.651630435,22.016287879
chic,73,63.5,2001-09-06,43,32.727322134,29.404084321
chic,78,69.5,2001-09-07,20,20.802173913,16.993115942
chic,72,65.1,2001-09-08,30.5,28.129166667,15.3
chic,64,60.9,2001-09-09,21,11.1875,19.275
chic,65,50.6,2001-09-10,19.4,12.96352108,22.308333333
chic,64,54.9,2001-09-11,28,15.599818841,31.836594203
chic,69,56.8,2001-09-12,51.5,26.439945652,34.848913043
chic,63,51.6,2001-09-13,15.5,23.346195652,9.831884058
chic,59,43.8,2001-09-14,15,22.228820817,12.111758893
chic,58,46.8,2001-09-15,21,18.464583333,18.287121212
chic,60,49.3,2001-09-16,30.833333333,24.064583333,21.395833333
chic,59,54.3,2001-09-17,38.5,13.063405797,38.225
chic,62,58.3,2001-09-18,34.5,34.80923913,23.723188406
chic,62,59.9,2001-09-19,17,17.115398551,20.868144175
chic,63,54.6,2001-09-20,55,14.949818841,26.937060041
chic,62,58.5,2001-09-21,28.5,10.09384058,26.69384058
chic,63,54.4,2001-09-22,24.833333333,14.572916667,27.175
chic,58,54.5,2001-09-23,21.5,14.654166667,18.170833333
chic,50,38.2,2001-09-24,11,15.002091568,16.825296443
chic,49,34.4,2001-09-25,15.5,13.772826087,23.9375
chic,60,40.2,2001-09-26,20.5,15.613823013,25.308625731
chic,54,44.9,2001-09-27,17,15.79990942,23.6875
chic,54,47.4,2001-09-28,11.166666667,15.349818841,15.90530303
chic,56,48.8,2001-09-29,17,13.79375,20.916666667
chic,58,49.7,2001-09-30,37.5,11.808333333,31.9375
chic,64,52.7,2001-10-01,62,12.439406487,43.912202381
chic,64,53.7,2001-10-02,74.5,23.337478041,40.215909091
chic,66,51.5,2001-10-03,66.5,35.486010467,21.476973684
chic,55,48.7,2001-10-04,23.5,6.4537037037,24.864583333
chic,46,40.6,2001-10-05,18.5,5.2854907773,25.114583333
chic,40,27.9,2001-10-06,25.5,10.659722222,20.09375
chic,41,27.6,2001-10-07,24,12.099537037,24.833333333
chic,52,37.9,2001-10-08,30.5,18.077898551,23.024003623
chic,65,47.6,2001-10-09,52,29.400462963,21.168560606
chic,60,56.6,2001-10-10,25.666666667,17.162037037,19.048295455
chic,58,47.1,2001-10-11,36,12.679750403,27.777462121
chic,56,52.3,2001-10-12,30.5,9.5833333333,24.59375
chic,60,57.2,2001-10-13,26.5,7.8726851852,21.166666667
chic,53,43.3,2001-10-14,12,13.972222222,13.583333333
chic,47,38.1,2001-10-15,32.5,6.0454545455,18.65625
chic,45,35.1,2001-10-16,11.4,7.9962121212,20.002717391
chic,42,28.6,2001-10-17,41,8.6316425121,27.356060606
chic,51,34.7,2001-10-18,68.5,13.363005051,27.496376812
chic,53,35.4,2001-10-19,39.5,10.5034219,31.25
chic,56,39.3,2001-10-20,58.5,13.12037037,33.65625
chic,59,46.2,2001-10-21,44.5,17.118055556,25.135416667
chic,56,53.3,2001-10-22,35.5,10.453374323,29.072916667
chic,62,57.7,2001-10-23,44,11.333132045,27.315340909
chic,52,50.3,2001-10-24,33,10.489346101,19.776041667
chic,38,26.1,2001-10-25,34,17.846389621,12.592579522
chic,39,25.5,2001-10-26,22.5,14.15257649,19.0625
chic,38,23.6,2001-10-27,26,15.749295491,24
chic,43,28,2001-10-28,18.5,13.287037037,23.035778986
chic,52,37.5,2001-10-29,39.5,11.990740741,25.510416667
chic,50,43.9,2001-10-30,39.5,3.8758783487,23.833333333
chic,59,38,2001-10-31,92.5,23.734034182,30.033143939
chic,62,50.4,2001-11-01,83,25.583937198,25.227128623
chic,56,36.8,2001-11-02,38.5,13.125,24.979166667
chic,51,33.6,2001-11-03,36.166666667,8.9722222222,34.864583333
chic,49,37.5,2001-11-04,35,14.378968254,24.260416667
chic,43,31,2001-11-05,59,4.3472222222,41.34077381
chic,48,31.1,2001-11-06,75.5,5.6328502415,35.536458333
chic,56,43.3,2001-11-07,84.5,6.9329710145,41.519474638
chic,45,37.9,2001-11-08,42,9.625,26.341032609
chic,40,29.8,2001-11-09,32,5.6527777778,27.833333333
chic,49,33.4,2001-11-10,40,14.055555556,17.270833333
chic,43,32.5,2001-11-11,15.5,19.458333333,19.71875
chic,42,32.3,2001-11-12,44.5,4.0555555556,34.21875
chic,52,33.4,2001-11-13,78.5,7.9722222222,32.030208333
chic,57,49.1,2001-11-14,95,9.1781400966,38.563155594
chic,61,53.5,2001-11-15,59.666666667,11.111111111,31.740942029
chic,50,47,2001-11-16,46.5,8.259057971,24.65625
chic,52,47.4,2001-11-17,73,2.8333333333,29.630208333
chic,56,51.7,2001-11-18,62,5.6527777778,25.109375
chic,46,33.9,2001-11-19,28,11.529589372,23.160714286
chic,36,23.2,2001-11-20,29,7.5,26.222222222
chic,44,29.7,2001-11-21,29.6,4.7916666667,26.172101449
chic,48,30.3,2001-11-22,35.5,9.4861111111,22.437198068
chic,52,39.9,2001-11-23,34.5,12.328282828,26.820707071
chic,57,51.5,2001-11-24,27,19.173309179,15.276721014
chic,46,38.5,2001-11-25,12,9.0138888889,11.0625
chic,43,40.4,2001-11-26,35.5,6.2693236715,21.729166667
chic,44,37.6,2001-11-27,21.166666667,4.9166666667,18.802083333
chic,39,34.3,2001-11-28,23.5,2.9747474747,19.18115942
chic,42,40.1,2001-11-29,12.5,2.9861111111,17.338541667
chic,45,42.5,2001-11-30,13,1.2361111111,16.476799242
chic,36,32.8,2001-12-01,33.5,7.4027777778,18.447916667
chic,39,35.4,2001-12-02,29,6.8611111111,24.833333333
chic,49,42.9,2001-12-03,28.666666667,5.6274154589,32.226934524
chic,58,51.1,2001-12-04,58,6.9565217391,28.260416667
chic,56,50.1,2001-12-05,81.5,22.861111111,21.177083333
chic,44,30.9,2001-12-06,33,8.5555555556,27.128787879
chic,41,34.1,2001-12-07,23.5,11.118686869,24.479166667
chic,39,32.7,2001-12-08,31.5,10.736111111,24.447916667
chic,31,21.9,2001-12-09,23.166666667,5.6388888889,26.375
chic,39,23.1,2001-12-10,51,3.9027777778,33.994791667
chic,36,26.9,2001-12-11,55,3.077294686,38.493432971
chic,43,40.9,2001-12-12,51.5,1.7222222222,30.199810606
chic,39,36.6,2001-12-13,19,2.9633838384,22.322916667
chic,35,32.1,2001-12-14,36.5,2.2850241546,26.078125
chic,35,34.6,2001-12-15,25.8,4.2361111111,27.770833333
chic,42,41.8,2001-12-16,20,2.5694444444,25.411458333
chic,40,38.5,2001-12-17,17,3.0422705314,21.46875
chic,39,32.3,2001-12-18,50.5,3.7427536232,26.566690163
chic,36,25.6,2001-12-19,22.5,8.6642512077,24.385416667
chic,33,18.8,2001-12-20,30,5.9722222222,29.467597167
chic,31,20,2001-12-21,39,3.5416666667,36.513888889
chic,41,34.4,2001-12-22,24,10.731280193,24.245169082
chic,27,18,2001-12-23,46,17.134057971,10.125
chic,18,12,2001-12-24,34,19.513888889,14.013888889
chic,17,8.3,2001-12-25,23.5,15.25,15.805555556
chic,14,8.1,2001-12-26,41.5,8.7727821695,19.875
chic,23,17.1,2001-12-27,28,11.902777778,18.819444444
chic,21,12.1,2001-12-28,37,14.277777778,22.617753623
chic,14,4.1,2001-12-29,32,17.569444444,18.145833333
chic,13,4.8,2001-12-30,27.5,15.069444444,15.479166667
chic,14,3.7,2001-12-31,31,11.191919192,22.047222222
chic,18,6,2002-01-01,51.5,5.7083333333,30.864583333
chic,21,11.9,2002-01-02,49.6,3.6944444444,41.875
chic,20,11.3,2002-01-03,50,5.847826087,35.735054348
chic,28,17.5,2002-01-04,71,8.4070048309,24.011775362
chic,32,25.9,2002-01-05,40,4.3055555556,21.708333333
chic,29,22.6,2002-01-06,26.5,11.375,19.520833333
chic,22,12.4,2002-01-07,24,9.2336956522,25.31642316
chic,31,22,2002-01-08,24.6,6.0277777778,23.03125
chic,47,33.7,2002-01-09,29.5,3.9722222222,22.022109684
chic,39,30.9,2002-01-10,23,5.7210144928,27.21875
chic,38,27,2002-01-11,19.5,10.625,21.802083333
chic,35,24.7,2002-01-12,16.5,10.375,20.770833333
chic,33,22.7,2002-01-13,19.5,7.5416666667,22.104166667
chic,35,30.8,2002-01-14,19.333333333,3.6805555556,21.555059524
chic,32,23.6,2002-01-15,17,10.277173913,18.510416667
chic,29,23.5,2002-01-16,22.5,5.0277777778,24.536849473
chic,19,14.4,2002-01-17,21.5,8.0820707071,25.354166667
chic,16,6.5,2002-01-18,28.5,6.8333333333,30.15625
chic,20,12.4,2002-01-19,30,7.7361111111,30.614583333
chic,29,22.8,2002-01-20,22.833333333,13.416666667,17.979166667
chic,31,25.7,2002-01-21,24.5,9.0416666667,23.708333333
chic,44,24.7,2002-01-22,37.5,10.361111111,27.333333333
chic,42,39.2,2002-01-23,38.5,8.0585748792,23.135416667
chic,36,24.2,2002-01-24,17.5,15.263285024,21.161355402
chic,39,20.7,2002-01-25,30,12.101449275,22.375
chic,44,25.6,2002-01-26,15.666666667,14.166666667,21.697916667
chic,49,30.3,2002-01-27,28,19.902777778,18.260416667
chic,41,33.5,2002-01-28,32,12.257246377,24.21875
chic,34,29.6,2002-01-29,15,16.041666667,19.041666667
chic,32,28.3,2002-01-30,11.5,15.35205314,22.152626812
chic,32,NA,2002-01-31,9.5,12.022727273,21.270833333
chic,27,22.5,2002-02-01,12,15.189975845,26.270833333
chic,21,17.7,2002-02-02,32,11.555555556,29.895833333
chic,27,20.1,2002-02-03,22,20.981884058,19.494112319
chic,18,5.8,2002-02-04,21,14.89484127,27.699728261
chic,20,12.2,2002-02-05,38.5,7.9583333333,35.482638889
chic,29,19.2,2002-02-06,49.5,4.2291666667,36.64990942
chic,32,26.1,2002-02-07,41.166666667,8.2119565217,36.704545455
chic,36,28.3,2002-02-08,60,5.875,32.805871212
chic,40,32.9,2002-02-09,30.5,11.083333333,28.885416667
chic,37,29.3,2002-02-10,20,19.458333333,17.90625
chic,29,19.8,2002-02-11,28,15.125,22.875
chic,35,22,2002-02-12,22.5,20.270833333,17.25
chic,25,11,2002-02-13,17.25,12.758152174,29.395780051
chic,38,21.7,2002-02-14,46.5,15.541666667,23.304924242
chic,39,27.6,2002-02-15,33.5,12.05736715,19.871212121
chic,37,24.5,2002-02-16,13.5,17.791666667,18.291666667
chic,33,20.2,2002-02-17,11,20.458333333,19.65625
chic,38,22.9,2002-02-18,31,12.680555556,24.75
chic,42,39.9,2002-02-19,20.4,12.930555556,24.306914251
chic,44,42.8,2002-02-20,20,9.6666666667,16.145833333
chic,32,26.2,2002-02-21,12.5,13.937417655,21.559782609
chic,30,18.4,2002-02-22,15,16.069444444,27.664855072
chic,36,24.8,2002-02-23,25,13.847222222,24.166666667
chic,50,31.6,2002-02-24,30.5,20.472222222,16.645833333
chic,42,30.9,2002-02-25,18.333333333,20.777777778,17.117918314
chic,26,19.6,2002-02-26,26.5,17.833333333,20.239583333
chic,21,10.8,2002-02-27,26,18.315217391,23.66861631
chic,23,14,2002-02-28,43.5,11.666666667,26.348484848
chic,26,17.2,2002-03-01,27.5,16.319444444,28.90625
chic,28,27.9,2002-03-02,19,12.916666667,32.166666667
chic,11,3.3,2002-03-03,15.5,30.125,14.885416667
chic,6,-0.6,2002-03-04,29,18.951086957,25.361607143
chic,23,17.9,2002-03-05,29,8.8007246377,36.723484848
chic,35,28.1,2002-03-06,20,16.138888889,30.010416667
chic,36,30.6,2002-03-07,41,16.196256039,25.213768116
chic,51,46.5,2002-03-08,12,18.972222222,23.166666667
chic,42,30.9,2002-03-09,23.5,28.875,8.3020833333
chic,21,7.2,2002-03-10,20.5,27.550724638,12.041666667
chic,33,21,2002-03-11,33,11.169082126,30.697916667
chic,40,31.3,2002-03-12,53,6.7904589372,31.125
chic,48,37.6,2002-03-13,48,13.513888889,30.844655797
chic,50,41,2002-03-14,34,18.822463768,22.166666667
chic,47,31.5,2002-03-15,19.4,20.930555556,15.125
chic,37,26.3,2002-03-16,10.5,36.305555556,11.302083333
chic,38,30.4,2002-03-17,23.5,18.444444444,20.8125
chic,42,32,2002-03-18,23.5,15.926328502,25.412202381
chic,42,35.5,2002-03-19,41,9.1111111111,28.59375
chic,40,34,2002-03-20,20.5,19.888888889,27.083333333
chic,28,12.9,2002-03-21,20.166666667,22.875,16.403985507
chic,26,8.1,2002-03-22,34.5,24.180555556,14.734848485
chic,39,15.8,2002-03-23,39,26.75,17.927083333
chic,34,22.9,2002-03-24,19,35.097222222,11.412137681
chic,28,19.1,2002-03-25,19,26.333333333,11.368506494
chic,32,23.7,2002-03-26,16,22.069444444,19.677083333
chic,36,22.1,2002-03-27,31.166666667,14.388888889,33.911503623
chic,40,32.6,2002-03-28,52.5,10.338768116,30.59375
chic,41,39.3,2002-03-29,31.5,9.4166666667,34.385416667
chic,43,29.2,2002-03-30,12,20.361111111,20.177083333
chic,38,27.3,2002-03-31,17,19.513888889,22.15625
chic,34,27.1,2002-04-01,25,14.033854167,28.233695652
chic,39,34.5,2002-04-02,24.5,16.294384058,25.730654762
chic,35,28.1,2002-04-03,15,21.031311759,23.128787879
chic,31,25,2002-04-04,15,23.056272645,22.816123188
chic,33,24.8,2002-04-05,28,18.180593297,29.197916667
chic,34,22.8,2002-04-06,25,23.8671875,30.322916667
chic,42,34.5,2002-04-07,24,22.934895833,21.208333333
chic,49,48.3,2002-04-08,27.5,18.567708333,37.102272727
chic,43,38.8,2002-04-09,18,18.864356884,26.760416667
chic,49,35.6,2002-04-10,31,21.564302445,29.705492424
chic,63,41.3,2002-04-11,45,30.126006441,26.417874396
chic,57,51.4,2002-04-12,36,19.760649978,22.291666667
chic,52,45.5,2002-04-13,24,19.847222222,30.444444444
chic,59,50.3,2002-04-14,26.166666667,29.407407407,20.25
chic,75,59,2002-04-15,62,35.097222222,19.943495514
chic,78,60.8,2002-04-16,41,36.185401113,17.125
chic,75,58.1,2002-04-17,47,28.634442249,24.339975845
chic,76,61.1,2002-04-18,67,29.638779095,21.868961353
chic,56,46.8,2002-04-19,22,30.391203704,17.583333333
chic,45,29.6,2002-04-20,6.8,41.009259259,7.8020833333
chic,41,38.3,2002-04-21,9,30.247685185,10.197916667
chic,40,33.5,2002-04-22,8,25.566324477,22.460416667
chic,46,36.9,2002-04-23,22,20.129437491,32.925595238
chic,58,44.5,2002-04-24,19,26.656300322,21.848020186
chic,46,26.5,2002-04-25,NA,24.841888084,17.044642857
chic,45,25.7,2002-04-26,30.25,23.932266506,26.260416667
chic,48,37.4,2002-04-27,34,24.657407407,20.604166667
chic,50,41.4,2002-04-28,14,27.810185185,12.317708333
chic,51,37.8,2002-04-29,38,25.134048822,25.634848485
chic,54,33.8,2002-04-30,29,20.593699678,29.241666667
chic,53,35.3,2002-05-01,35,22.495791246,28.692391304
chic,49,35.3,2002-05-02,13.833333333,31.228480457,18.099122807
chic,46,27,2002-05-03,15,20.905897746,22.7375
chic,52,34.6,2002-05-04,18,27.780092593,27.2125
chic,59,44.6,2002-05-05,16,33.784722222,18.233333333
chic,68,59.8,2002-05-06,17,26.401469404,24.65
chic,56,44.9,2002-05-07,7,27.555061484,13.945833333
chic,55,54.2,2002-05-08,23.8,14.67944847,19.90530303
chic,58,41.8,2002-05-09,28,25.611312399,14.004166667
chic,56,28.1,2002-05-10,37,31.418880837,23.25
chic,51,39.2,2002-05-11,29.5,32.846354167,21.054166667
chic,48,46.8,2002-05-12,17,24.020833333,20.083333333
chic,50,40.6,2002-05-13,16,27.634872273,22.710714286
chic,54,42.2,2002-05-14,19.166666667,22.191525765,29.9375
chic,58,48.2,2002-05-15,59,33.633426658,24.978409091
chic,55,50.2,2002-05-16,21,22.449074074,21.418939394
chic,41,32.7,2002-05-17,6,26.409506556,13.204166667
chic,44,32.5,2002-05-18,15,25.523148148,18.345833333
chic,46,35.6,2002-05-19,14.5,28.138888889,17.966666667
chic,41,30.1,2002-05-20,7.6666666667,31.275042088,12.900595238
chic,45,29.8,2002-05-21,16,20.90942029,27.704166667
chic,55,37.6,2002-05-22,27,28.34863124,23.07442029
chic,65,52.4,2002-05-23,56.5,33.765096618,24.296428571
chic,54,39.1,2002-05-24,7,24.063707729,14.116666667
chic,49,46,2002-05-25,13.5,16.372685185,17.9125
chic,55,45.4,2002-05-26,17,25.324074074,20.25
chic,64,51,2002-05-27,21.5,37.99537037,20.091666667
chic,69,57.6,2002-05-28,42,26.172659567,34.948106061
chic,73,62,2002-05-29,49,24.100140902,25.6
chic,75,63.7,2002-05-30,56,30.493055556,25.479744817
chic,77,56.4,2002-05-31,59.5,31.587962963,27.033333333
chic,76,53.1,2002-06-01,39.166666667,40.576388889,24.525
chic,62,45.6,2002-06-02,22,33.974537037,17.161904762
chic,62,56,2002-06-03,36.5,21.816383679,22.636956522
chic,65,64.1,2002-06-04,35,8.3394360269,38.027898551
chic,56,53.9,2002-06-05,11,14.343699678,18.302717391
chic,58,51.8,2002-06-06,16,25.172641268,21.294047619
chic,64,53.1,2002-06-07,29,22.874899356,32.045833333
chic,71,58.6,2002-06-08,45,43.953703704,27.266666667
chic,72,59.6,2002-06-09,54,51.719907407,23.5875
chic,80,70.6,2002-06-10,48,28.484500805,22.541666667
chic,76,69.5,2002-06-11,21,22.632045089,18.168506494
chic,64,60.1,2002-06-12,17,15.888257576,15.563744589
chic,60,57.2,2002-06-13,20.833333333,13.197866345,17.770833333
chic,61,55.7,2002-06-14,15.5,15.753385302,24.066666667
chic,67,54.1,2002-06-15,13,26.527777778,16.358333333
chic,66,48.4,2002-06-16,12.5,24.9296875,17.316666667
chic,67,53.5,2002-06-17,27.5,18.087296196,32.582971014
chic,70,55.7,2002-06-18,42,38.28493266,26.000181159
chic,75,60.6,2002-06-19,47.666666667,45.01245471,29.975
chic,82,67.4,2002-06-20,80.5,47.426731079,30.767028986
chic,80,69,2002-06-21,67.5,37.351429147,38.541666667
chic,80,65.4,2002-06-22,75.5,46.625,35.158333333
chic,82,63.5,2002-06-23,65,54.880434783,30.039130435
